# TypeScript no-regression baseline
# Format: <count>	<normalized diagnostic key>
# Key: <file> :: <TS code> :: <message> (line/column stripped)
1	utils/plugins/mcpbHandler.ts :: TS2305 :: Module '"@anthropic-ai/mcpb"' has no exported member 'McpbUserConfigurationOption'.
1	utils/plugins/mcpbHandler.ts :: TS2724 :: '"@anthropic-ai/mcpb"' has no exported member named 'McpbManifest'. Did you mean 'McpbManifestAny'?
1	utils/plugins/pluginInstallationHelpers.ts :: TS2322 :: Type 'ResolutionResult' is not assignable to type '({ ok: false; reason: "cycle"; chain: string[]; } & { ok: false; }) | ({ ok: false; reason: "not-found"; missing: string; requiredBy: string; } & { ok: false; }) | ({ ok: false; reason: "cross-marketplace"; dependency: string; requiredBy: string; } & { ...; })'.
1	utils/plugins/pluginInstallationHelpers.ts :: TS2339 :: Property 'blockedDependency' does not exist on type 'InstallCoreResult'.
1	utils/plugins/pluginInstallationHelpers.ts :: TS2339 :: Property 'depNote' does not exist on type 'InstallCoreResult'.
1	utils/plugins/pluginInstallationHelpers.ts :: TS2339 :: Property 'message' does not exist on type 'InstallCoreResult'.
3	utils/plugins/pluginInstallationHelpers.ts :: TS2339 :: Property 'pluginName' does not exist on type 'InstallCoreResult'.
1	utils/plugins/pluginInstallationHelpers.ts :: TS2339 :: Property 'reason' does not exist on type 'InstallCoreResult'.
1	utils/plugins/pluginInstallationHelpers.ts :: TS2339 :: Property 'resolution' does not exist on type 'InstallCoreResult'.
1	utils/plugins/refresh.ts :: TS2339 :: Property 'reduce' does not exist on type 'unknown'.
1	utils/processUserInput/processBashCommand.tsx :: TS2345 :: Argument of type '(progress: { data: ShellProgress; }) => void' is not assignable to parameter of type 'ToolCallProgress<BashProgress>'.
2	utils/processUserInput/processSlashCommand.tsx :: TS2315 :: Type 'ProgressMessage' is not generic.
1	utils/processUserInput/processSlashCommand.tsx :: TS2322 :: Type 'Message[]' is not assignable to type '(UserMessage | AssistantMessage | SystemMessage | AttachmentMessage | ProgressMessage)[]'.
3	utils/processUserInput/processSlashCommand.tsx :: TS2367 :: This comparison appears to be unintentional because the types '"external"' and '"ant"' have no overlap.
1	utils/processUserInput/processTextPrompt.ts :: TS2550 :: Property 'findLast' does not exist on type 'ContentBlockParam[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	utils/processUserInput/processUserInput.ts :: TS2315 :: Type 'AttachmentMessage' is not generic.
2	utils/processUserInput/processUserInput.ts :: TS2339 :: Property 'content' does not exist on type 'unknown'.
2	utils/processUserInput/processUserInput.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
1	utils/processUserInput/processUserInput.ts :: TS2345 :: Argument of type '{ attachment: any; uuid?: string; parentUuid?: string; sessionId?: string; timestamp?: number | string; type: "hook_result"; subtype?: string; message: MessagePayload; ... 4 more ...; toolUseResult?: unknown; }' is not assignable to parameter of type 'UserMessage | AssistantMessage | SystemMessage | AttachmentMessage | ProgressMessage'.
1	utils/processUserInput/processUserInput.ts :: TS2345 :: Argument of type 'HookResultMessage' is not assignable to parameter of type 'UserMessage | AssistantMessage | SystemMessage | AttachmentMessage | ProgressMessage'.
1	utils/processUserInput/processUserInput.ts :: TS2367 :: This comparison appears to be unintentional because the types '"hook_result"' and '"progress"' have no overlap.
1	utils/processUserInput/processUserInput.ts :: TS2698 :: Spread types may only be created from object types.
1	utils/proxy.ts :: TS2307 :: Cannot find module 'undici' or its corresponding type declarations.
1	utils/queryHelpers.ts :: TS2322 :: Type 'Promise<{ decisionReason: { type: "mode"; mode: "default"; }; }>' is not assignable to type 'Promise<PermissionDecision<Record<string, unknown>>>'.
1	utils/queryHelpers.ts :: TS2339 :: Property 'elapsedTimeSeconds' does not exist on type 'unknown'.
1	utils/queryHelpers.ts :: TS2339 :: Property 'message' does not exist on type 'unknown'.
1	utils/queryHelpers.ts :: TS2339 :: Property 'taskId' does not exist on type 'unknown'.
5	utils/queryHelpers.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
8	utils/queryHelpers.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
1	utils/queryHelpers.ts :: TS2352 :: Conversion of type 'MessageContentBlock' to type 'ToolUseBlock' may be a mistake because neither type sufficiently overlaps with the other. If this was intentional, convert the expression to 'unknown' first.
1	utils/queryHelpers.ts :: TS2678 :: Type '"user"' is not comparable to type '"assistant"'.
2	utils/queryHelpers.ts :: TS2698 :: Spread types may only be created from object types.
2	utils/sessionFileAccessHooks.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
1	utils/sessionRestore.ts :: TS2339 :: Property 'find' does not exist on type 'string | MessageContentBlock[]'.
2	utils/sessionStart.ts :: TS2345 :: Argument of type 'AttachmentMessage' is not assignable to parameter of type 'HookResultMessage'.
5	utils/sessionStorage.ts :: TS2322 :: Type 'string' is not assignable to type '`${string}-${string}-${string}-${string}-${string}`'.
1	utils/sessionStorage.ts :: TS2322 :: Type 'unknown' is not assignable to type '`${string}-${string}-${string}-${string}-${string}`'.
1	utils/sessionStorage.ts :: TS2322 :: Type 'unknown' is not assignable to type 'number | boolean'.
1	utils/sessionStorage.ts :: TS2339 :: Property 'preservedSegment' does not exist on type '{}'.
1	utils/sessionStorage.ts :: TS2339 :: Property 'preservedSegment' does not exist on type 'unknown'.
1	utils/sessionStorage.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
31	utils/sessionStorage.ts :: TS2345 :: Argument of type 'string' is not assignable to parameter of type '`${string}-${string}-${string}-${string}-${string}`'.
10	utils/sessionStorage.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
1	utils/sessionStorage.ts :: TS2363 :: The right-hand side of an arithmetic operation must be of type 'any', 'number', 'bigint' or an enum type.
2	utils/sessionStorage.ts :: TS2550 :: Property 'findLast' does not exist on type 'string[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	utils/sessionStorage.ts :: TS2550 :: Property 'findLast' does not exist on type 'Transcript'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	utils/sessionStorage.ts :: TS2698 :: Spread types may only be created from object types.
1	utils/sessionTitle.ts :: TS2345 :: Argument of type 'string | MessageContentBlock[]' is not assignable to parameter of type 'readonly { readonly type: string; }[]'.
1	utils/settings/applySettingsChange.ts :: TS2345 :: Argument of type '(prev: AppState) => { effortValue?: "max" | EffortValue; settings: { [x: string]: unknown; disableAutoMode?: "disable"; sshConfigs?: { id: string; name: string; sshHost: string; sshPort?: number; sshIdentityFile?: string; startDirectory?: string; }[]; ... 84 more ...; gcpAuthRefresh?: string; }; ... 82 more ...; cha...' is not assignable to parameter of type '(prev: AppState) => AppState'.
1	utils/settings/validateEditTool.ts :: TS2339 :: Property 'error' does not exist on type '{ isValid: true; } | { isValid: false; error: string; fullSchema: string; }'.
1	utils/settings/validateEditTool.ts :: TS2339 :: Property 'fullSchema' does not exist on type '{ isValid: true; } | { isValid: false; error: string; fullSchema: string; }'.
1	utils/sideQuery.ts :: TS2694 :: Namespace '"/usr/local/develop/open-source/claude-code/node_modules/@anthropic-ai/sdk/resources/beta/messages/messages".Messages' has no exported member 'BetaJSONOutputFormat'.
1	utils/sideQuestion.ts :: TS2322 :: Type 'string | MessageContentBlock[]' is not assignable to type 'MessageContentBlock | readonly MessageContentBlock[]'.
1	utils/sideQuestion.ts :: TS2322 :: Type 'unknown' is not assignable to type 'object'.
1	utils/sideQuestion.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
1	utils/sideQuestion.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'APIError<number, Headers, Object>'.
1	utils/sideQuestion.ts :: TS2345 :: Argument of type 'unknown[]' is not assignable to parameter of type 'readonly { readonly type: string; }[]'.
1	utils/stats.ts :: TS2339 :: Property 'cache_creation_input_tokens' does not exist on type 'unknown'.
1	utils/stats.ts :: TS2339 :: Property 'cache_read_input_tokens' does not exist on type 'unknown'.
2	utils/stats.ts :: TS2339 :: Property 'input_tokens' does not exist on type 'unknown'.
2	utils/stats.ts :: TS2339 :: Property 'output_tokens' does not exist on type 'unknown'.
2	utils/stats.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'number'.
1	utils/stats.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
6	utils/stats.ts :: TS2365 :: Operator '+' cannot be applied to types 'unknown' and 'unknown'.
8	utils/stats.ts :: TS2538 :: Type 'unknown' cannot be used as an index type.
2	utils/statsCache.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'number'.
6	utils/statsCache.ts :: TS2365 :: Operator '+' cannot be applied to types 'unknown' and 'unknown'.
1	utils/status.tsx :: TS2367 :: This comparison appears to be unintentional because the types '"external"' and '"ant"' have no overlap.
1	utils/streamlinedTransform.ts :: TS2339 :: Property 'message' does not exist on type 'unknown'.
2	utils/streamlinedTransform.ts :: TS2339 :: Property 'session_id' does not exist on type 'unknown'.
3	utils/streamlinedTransform.ts :: TS2339 :: Property 'type' does not exist on type 'unknown'.
2	utils/streamlinedTransform.ts :: TS2339 :: Property 'uuid' does not exist on type 'unknown'.
1	utils/streamlinedTransform.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'SDKAssistantMessage'.
3	utils/swarm/backends/InProcessBackend.ts :: TS2345 :: Argument of type '{ [taskId: string]: TaskState; }' is not assignable to parameter of type 'Record<string, TaskStateBase>'.
1	utils/swarm/inProcessRunner.ts :: TS2339 :: Property 'id' does not exist on type 'string | MessageContentBlock'.
1	utils/swarm/inProcessRunner.ts :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
1	utils/swarm/inProcessRunner.ts :: TS2345 :: Argument of type 'unknown' is not assignable to parameter of type 'string'.
1	utils/task/framework.ts :: TS2322 :: Type '{ outputOffset: number; id: string; type: "dream"; status: TaskStatus; description: string; toolUseId?: string; startTime: number; endTime?: number; totalPausedMs?: number; outputFile: string; ... 6 more ...; priorMtime: number; } | ... 5 more ... | { ...; }' is not assignable to type 'TaskState'.
1	utils/task/framework.ts :: TS2339 :: Property 'description' does not exist on type 'TaskState'.
3	utils/task/framework.ts :: TS2339 :: Property 'notified' does not exist on type 'TaskState'.
1	utils/task/framework.ts :: TS2339 :: Property 'outputOffset' does not exist on type 'TaskState'.
1	utils/task/framework.ts :: TS2339 :: Property 'toolUseId' does not exist on type 'TaskState'.
2	utils/task/framework.ts :: TS2345 :: Argument of type 'string' is not assignable to parameter of type 'TaskStatus'.
13	utils/teammateMailbox.ts :: TS2339 :: Property 'input' does not exist on type 'string | MessageContentBlock'.
1	utils/teammateMailbox.ts :: TS2339 :: Property 'name' does not exist on type 'string | MessageContentBlock'.
1	utils/teammateMailbox.ts :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
3	utils/telemetry/sessionTracing.ts :: TS2550 :: Property 'findLast' does not exist on type 'WeakRef<SpanContext>[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	utils/teleport.tsx :: TS2322 :: Type 'any' is not assignable to type 'never'.
5	utils/teleport.tsx :: TS2339 :: Property 'error' does not exist on type 'BundleUploadResult'.
2	utils/teleport.tsx :: TS2339 :: Property 'failReason' does not exist on type 'BundleUploadResult'.
1	utils/teleport.tsx :: TS2339 :: Property 'text' does not exist on type 'string | MessageContentBlock'.
1	utils/teleport.tsx :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
1	utils/teleport.tsx :: TS2345 :: Argument of type '"suggestion"' is not assignable to parameter of type 'SystemMessageLevel'.
2	utils/teleport/gitBundle.ts :: TS2339 :: Property 'error' does not exist on type 'BundleCreateResult'.
1	utils/teleport/gitBundle.ts :: TS2339 :: Property 'error' does not exist on type 'UploadResult'.
2	utils/teleport/gitBundle.ts :: TS2339 :: Property 'failReason' does not exist on type 'BundleCreateResult'.
1	utils/thinking.ts :: TS2304 :: Cannot find name 'resolveAntModel'.
1	utils/tokens.ts :: TS2322 :: Type 'unknown' is not assignable to type 'string'.
1	utils/tokens.ts :: TS2339 :: Property 'data' does not exist on type 'string | MessageContentBlock'.
1	utils/tokens.ts :: TS2339 :: Property 'input' does not exist on type 'string | MessageContentBlock'.
2	utils/tokens.ts :: TS2339 :: Property 'text' does not exist on type 'string | MessageContentBlock'.
1	utils/tokens.ts :: TS2339 :: Property 'thinking' does not exist on type 'string | MessageContentBlock'.
5	utils/tokens.ts :: TS2339 :: Property 'type' does not exist on type 'string | MessageContentBlock'.
1	utils/tokens.ts :: TS2550 :: Property 'findLast' does not exist on type 'Message[]'. Do you need to change your target library? Try changing the 'lib' compiler option to 'es2023' or later.
1	utils/tokens.ts :: TS2740 :: Type '{}' is missing the following properties from type 'BetaUsage': cache_creation, cache_creation_input_tokens, cache_read_input_tokens, input_tokens, and 3 more.
1	utils/toolResultStorage.ts :: TS2322 :: Type '{ toolUseId: unknown; content: unknown; size: number; }[]' is not assignable to type 'ToolResultCandidate[]'.
